"E1","E2","E3","E4","E5","E6","E7","E8","fault_type"
11.161,0.64535,1.0571,1.7369,0.9315,0.2092,0.14141,0.13003,"Normal"
11.733,0.61545,1.0093,1.4302,0.66052,0.1863,0.13327,0.097781,"Normal"
12.067,0.80299,1.4087,2.1541,0.92265,0.2336,0.16759,0.10741,"Normal"
11.04,0.49775,0.81498,1.5272,0.79131,0.18444,0.1271,0.10853,"Normal"
11.92,0.70466,1.2687,1.8116,0.8543,0.28457,0.1415,0.090006,"Normal"
12.08,0.93224,2.252,3.4206,1.5296,0.33154,0.22859,0.16128,"Normal"
12.411,0.69493,0.91712,1.5615,0.8119,0.21625,0.10021,0.07767,"Normal"
12.882,0.68144,1.2952,1.4191,0.67026,0.2163,0.13641,0.10712,"Normal"
11.058,0.64435,1.5011,2.2428,1.015,0.25692,0.1662,0.12298,"Normal"
11.452,0.59009,0.92969,1.7081,0.8609,0.17933,0.11764,0.099818,"Normal"
12.06,1.0805,2.0783,3.3368,1.4747,0.29197,0.14786,0.11267,"Normal"
12.138,0.49177,0.73358,1.116,0.60006,0.19816,0.11007,0.075519,"Normal"
11.25,0.63917,0.74468,1.1174,0.65348,0.21023,0.12749,0.093081,"Normal"
12.386,0.79731,1.7926,2.7191,1.0828,0.303,0.2426,0.13965,"Normal"
10.527,0.64716,1.2512,1.8064,0.89252,0.17798,0.11581,0.092746,"Normal"
12.971,0.89075,2.0652,3.0305,1.6076,0.35318,0.27012,0.15408,"Normal"
11.305,0.51902,0.83676,1.5648,0.68495,0.17183,0.091129,0.062194,"Normal"
12.518,0.70265,1.05,1.7032,0.91662,0.30757,0.13852,0.098845,"Normal"
11.288,0.65084,1.4488,2.5084,1.2711,0.27994,0.17592,0.11331,"Normal"
13.169,0.56895,0.75028,1.3682,0.59649,0.1546,0.13673,0.081752,"Normal"
11.895,0.78988,1.537,2.2204,0.99595,0.24219,0.13469,0.075592,"Normal"
11.284,0.51313,0.80316,1.2935,0.60948,0.18743,0.15597,0.080369,"Normal"
11.478,0.58854,1.1347,1.7824,0.78205,0.22332,0.1365,0.10869,"Normal"
11.291,0.84092,2.8562,4.8765,2.215,0.34769,0.2066,0.11941,"Normal"
11.234,0.61758,0.94069,1.3541,0.73726,0.17998,0.10567,0.12269,"Normal"
11.854,0.60257,0.75976,1.3185,0.77188,0.18977,0.14376,0.093229,"Normal"
11.667,0.62939,1.438,2.6306,1.2808,0.28613,0.22939,0.16274,"Normal"
12.271,0.5642,0.72985,1.3271,0.65026,0.1833,0.11009,0.073106,"Normal"
12.33,0.9275,1.6302,2.9075,1.5393,0.34428,0.14241,0.099971,"Normal"
11.4,0.56147,1.1112,2.1404,0.91266,0.20845,0.15181,0.11141,"Normal"
11.621,0.59617,0.82594,1.1035,0.59337,0.16876,0.11543,0.093435,"Normal"
12.655,0.79125,1.7983,2.6045,1.2711,0.29794,0.20515,0.11921,"Normal"
10.972,0.67634,0.98928,1.8269,0.85307,0.25985,0.12076,0.091738,"Normal"
12.479,0.66464,1.3845,2.2597,1.0676,0.22083,0.11715,0.09931,"Normal"
10.79,0.89771,1.6836,3.734,2.0808,0.29585,0.20734,0.11682,"Normal"
13.321,0.91464,2.401,3.597,1.169,0.32745,0.20016,0.1541,"Normal"
11.913,0.5733,1.4246,2.4187,1.1129,0.23754,0.1895,0.14511,"Normal"
13.022,0.61191,1.0029,1.4716,0.72102,0.15715,0.1112,0.09416,"Normal"
14.124,0.84588,1.0643,1.4018,0.73816,0.23823,0.15709,0.11198,"Normal"
11.272,0.58337,0.80481,1.2469,0.69537,0.18026,0.14235,0.087896,"Normal"
11.986,0.73416,1.4208,1.6256,0.73205,0.21908,0.14426,0.11145,"Normal"
11.567,0.91404,2.217,2.5429,1.1969,0.32131,0.1798,0.15066,"Normal"
11.557,0.70651,1.3543,1.8775,0.82049,0.19433,0.11074,0.1086,"Normal"
11.813,0.70526,1.0064,1.4804,0.73878,0.27115,0.15883,0.13022,"Normal"
11.196,0.66898,1.0988,1.9937,1.0628,0.20606,0.16284,0.16606,"Normal"
11.269,0.56796,0.87806,1.6305,0.7369,0.1869,0.12356,0.10136,"Normal"
12.271,0.91182,1.7896,2.7405,1.3364,0.35903,0.16358,0.1353,"Normal"
11.523,0.51899,0.9001,1.3668,0.66626,0.15628,0.10006,0.060031,"Normal"
12.043,0.54287,1.0797,1.2803,0.56824,0.17029,0.10451,0.065574,"Normal"
11.856,0.57647,1.415,2.2617,1.0119,0.28304,0.23836,0.10657,"Normal"
10.726,0.59323,0.95552,1.4651,0.73169,0.20498,0.13021,0.10278,"Normal"
12.787,1.0658,1.4957,2.8767,1.0769,0.287,0.17864,0.11268,"Normal"
11.176,0.76163,1.4189,2.4134,1.0552,0.22995,0.21403,0.12172,"Normal"
11.593,0.71862,1.5389,2.0281,0.86876,0.24316,0.15079,0.10847,"Normal"
12.97,0.91269,2.0309,2.8469,1.1832,0.29061,0.18444,0.090544,"Normal"
12.921,0.62732,0.90366,1.6073,0.79659,0.18318,0.092692,0.074075,"Normal"
11.725,0.79601,1.4254,2.3962,0.98896,0.28625,0.15153,0.094108,"Normal"
11.832,0.57813,0.89478,1.4295,0.68926,0.21374,0.1409,0.078412,"Normal"
12.403,0.61164,1.3043,2.2261,0.99061,0.1899,0.12341,0.12455,"Normal"
13.255,0.8741,2.7692,3.3906,1.4744,0.3744,0.17275,0.15308,"Normal"
11.363,0.56218,1.0347,1.3089,0.70828,0.15362,0.086202,0.094602,"Normal"
12.741,0.65262,1.1124,1.1919,0.57673,0.21545,0.15014,0.1283,"Normal"
11.412,0.8608,2.3358,2.2484,1.0155,0.35151,0.24056,0.12285,"Normal"
11.159,0.60353,1.0883,1.3645,0.75156,0.1919,0.11004,0.10063,"Normal"
13.204,0.86512,2.6518,2.9221,1.4627,0.36054,0.17572,0.10583,"Normal"
11.025,0.62925,0.97412,1.6586,0.82251,0.19307,0.12176,0.083479,"Normal"
11.829,0.56154,0.56215,1.2393,0.59911,0.18751,0.12511,0.10455,"Normal"
12.018,0.82036,1.9759,2.3697,0.93859,0.21033,0.13579,0.096458,"Normal"
11.311,0.48372,0.83271,1.5507,0.74506,0.17806,0.11969,0.081248,"Normal"
12.368,0.67027,1.6353,2.2594,0.93304,0.2348,0.14425,0.096125,"Normal"
11.566,0.79379,2.0348,3.1854,1.4572,0.31275,0.15707,0.11255,"Normal"
11.873,0.61804,1.1152,1.762,1.2687,0.22833,0.14135,0.094728,"Normal"
12.147,0.7178,1.3663,2.017,0.96062,0.31359,0.18038,0.13231,"Normal"
10.757,0.6622,1.4342,2.0111,1.0344,0.18879,0.17217,0.078295,"Normal"
12.464,0.68483,1.08,1.8111,0.85279,0.20989,0.12652,0.082904,"Normal"
13.019,0.91947,1.7098,2.662,1.296,0.30628,0.15122,0.12168,"Normal"
11.795,0.7268,1.6585,3.0812,1.4805,0.25012,0.16819,0.11438,"Normal"
13.079,0.75673,1.4336,2.0006,0.91258,0.25506,0.19967,0.11964,"Normal"
12.705,0.99659,1.9228,2.8023,1.1713,0.34358,0.22589,0.1486,"Normal"
10.734,0.4812,0.86785,1.2783,0.70074,0.17358,0.10812,0.095541,"Normal"
11.341,0.53319,0.81125,1.2921,0.63195,0.21311,0.11288,0.10405,"Normal"
11.42,0.84594,1.4205,3.4034,1.531,0.27358,0.16062,0.10677,"Normal"
11.232,0.47095,0.91621,1.4968,0.62507,0.20483,0.11608,0.077317,"Normal"
12.289,0.77458,1.037,1.8959,0.87569,0.24678,0.13602,0.089053,"Normal"
10.509,0.53907,0.90318,1.5691,0.79407,0.17137,0.11029,0.072574,"Normal"
11.431,0.67538,2.0383,2.3263,0.99939,0.29347,0.16314,0.10643,"Normal"
12.792,0.87035,1.4599,2.8327,1.3533,0.35479,0.24464,0.10343,"Normal"
11.684,0.51339,1.19,1.7947,0.90978,0.19526,0.10932,0.085964,"Normal"
11.129,0.75663,1.562,1.6077,0.72063,0.24302,0.16854,0.099215,"Normal"
12.62,0.82651,1.8738,3.3107,1.6774,0.33056,0.20921,0.11487,"Normal"
11.012,0.64304,0.793,1.3234,0.60852,0.15721,0.094541,0.07787,"Normal"
12.443,0.83294,1.5706,2.5162,1.0738,0.33133,0.13641,0.11921,"Normal"
10.824,0.59691,0.96768,2.0302,0.88204,0.24006,0.1262,0.080372,"Normal"
11.711,0.53153,0.76899,1.2996,0.71387,0.22289,0.1238,0.11189,"Normal"
11.759,0.72024,1.6508,2.5393,1.1718,0.29864,0.1997,0.11857,"Normal"
12.09,0.91797,2.1702,2.5329,1.1454,0.32357,0.21576,0.13451,"Normal"
11.637,0.63996,0.79184,1.3249,0.66973,0.19203,0.099267,0.092354,"Normal"
12.935,0.63401,1.1928,2.0457,0.84119,0.18659,0.10482,0.096617,"Normal"
13.288,0.77753,1.1936,2.0971,0.98701,0.28432,0.21071,0.10857,"Normal"
11.076,0.54867,0.6971,1.4423,0.68419,0.15894,0.10047,0.097044,"Normal"
12.588,0.60221,0.62064,1.0207,0.61542,0.21468,0.11051,0.072934,"Normal"
10.581,0.74056,1.2926,2.1145,1.0612,0.30085,0.20897,0.10251,"Normal"
11.287,0.59557,1.0413,1.2145,0.69017,0.19608,0.16069,0.11574,"Normal"
11.913,0.76941,1.8631,3.0137,1.3182,0.3071,0.18418,0.13581,"Normal"
11.151,0.56426,1.3724,2.0466,1.1509,0.25888,0.19496,0.20505,"Normal"
11.862,0.53477,1.0656,1.3222,0.66418,0.23061,0.16198,0.12496,"Normal"
12.13,0.74744,2.1878,1.9892,1.0659,0.33846,0.19921,0.12619,"Normal"
10.993,0.57144,0.84608,1.3982,0.64625,0.1469,0.1251,0.12061,"Normal"
12.712,0.65328,1.3228,1.9969,0.75031,0.23866,0.14232,0.12924,"Normal"
11.411,0.775,1.7881,2.8548,1.2439,0.26672,0.16692,0.11575,"Normal"
12.179,0.59714,1.1021,1.4596,0.6042,0.24674,0.1282,0.09054,"Normal"
12.113,0.89859,1.9936,2.3461,1.1029,0.27845,0.20169,0.11564,"Normal"
11.748,0.61786,1.1247,1.5405,0.7735,0.23379,0.1447,0.088113,"Normal"
11.427,0.8705,1.2702,2.4275,1.0395,0.26914,0.16675,0.11098,"Normal"
11.677,0.9437,2.5998,3.8275,1.4413,0.31492,0.15861,0.10637,"Normal"
12.679,0.62511,2.1075,2.6154,1.2452,0.36349,0.16419,0.11834,"Normal"
11.153,0.47831,0.87232,1.4786,0.66015,0.15899,0.091198,0.078021,"Normal"
13.039,0.74575,0.90284,1.4643,0.74256,0.19944,0.13094,0.06479,"Normal"
11.901,0.68255,1.2151,2.0992,1.071,0.26832,0.20237,0.080622,"Normal"
12.235,0.58045,1.2895,1.5882,0.6907,0.18562,0.11475,0.11193,"Normal"
12.721,0.84204,1.7819,2.8072,1.3537,0.29155,0.22964,0.13478,"Normal"
11.558,0.68285,1.4142,2.4955,1.0024,0.24245,0.18332,0.089107,"Normal"
11.164,0.56485,1.0511,1.4146,0.65588,0.21201,0.14522,0.12781,"Normal"
12.35,1.0101,2.0112,2.6739,1.2454,0.30991,0.22648,0.16304,"Normal"
10.753,0.5143,0.86414,1.3058,0.63347,0.17771,0.14429,0.067263,"Normal"
12.521,0.68666,1.1021,1.5654,0.72218,0.23414,0.17767,0.11979,"Normal"
