"En1","En2","En3","En4","En5","En6","En7","En8","fault_type"
49.048,4.8139,7.9834,8.6478,0.93255,1.17,4.1031,1.925,"Normal"
47.614,5.5615,13.412,10.24,1.1884,1.4174,4.9681,2.1599,"Normal"
47.271,4.1542,8.6354,8.0132,0.89422,0.87779,5.4237,1.6553,"Normal"
47.675,4.8616,8.285,5.9998,1.0593,1.2798,4.0546,1.8584,"Normal"
46.748,4.3708,9.8387,5.7028,1.4367,1.1156,6.3717,1.8536,"Normal"
46.458,3.9761,8.7296,5.2197,0.81099,1.1591,4.6174,1.2971,"Normal"
49.112,5.5774,12.945,8.338,1.1583,1.1606,7.7922,2.9271,"Normal"
48.169,3.371,8.1662,5.5003,0.54379,0.86005,3.4416,1.1976,"Normal"
48.704,3.4839,7.5233,5.4063,0.58518,0.78128,3.8704,1.3447,"Normal"
48.283,4.0529,10.26,7.7914,0.85555,1.6747,5.1898,2.163,"Normal"
45.245,3.6308,7.4721,5.8636,0.85433,1.0802,5.1078,1.4493,"Normal"
50.528,6.7636,13.555,7.0526,0.99682,1.3514,6.6704,2.1936,"Normal"
46.673,4.7374,11.869,6.933,1.0247,1.549,5.6999,1.6163,"Normal"
47.19,4.2805,10.473,8.1195,0.87257,1.1882,5.4107,1.857,"Normal"
51.113,5.7268,12.039,11.792,0.84725,1.3276,7.0157,1.6621,"Normal"
51.924,4.3726,9.3292,5.2121,0.60644,0.72683,4.0537,1.4187,"Normal"
47.328,4.7978,12.225,6.2399,0.78557,1.2226,5.1288,2.1605,"Normal"
49.21,3.809,6.6022,6.4366,0.66409,1.1364,4.6548,1.5544,"Normal"
50.732,3.9224,10.507,7.4222,1.0843,0.89771,6.0397,1.191,"Normal"
53.308,5.4596,15.803,13.084,1.1263,1.4222,8.6297,1.8996,"Normal"
46.873,4.0521,7.3778,6.0571,0.78895,0.70705,4.4881,1.2949,"Normal"
51.117,4.116,6.3801,6.5984,0.92243,1.1911,4.1357,1.7459,"Normal"
47.022,5.4461,11.642,10.164,1.0176,1.6236,6.3433,2.9005,"Normal"
46.403,3.9348,7.9612,6.1455,0.85526,0.88334,3.7092,1.4268,"Normal"
51.038,5.3818,13.272,12.747,0.93506,1.3847,6.7597,1.8076,"Normal"
46.682,3.8619,8.862,5.9723,0.69323,0.99272,4.6701,1.3632,"Normal"
48.059,3.6508,6.8344,3.6812,0.79097,1.0515,4.051,1.3421,"Normal"
48.572,5.2685,10.769,9.6106,0.83895,1.0077,5.3516,1.1431,"Normal"
47.458,3.8732,7.5925,5.0435,0.62758,1.0393,5.0299,1.6999,"Normal"
49.261,4.5845,11.751,7.9196,0.78746,1.0935,5.7073,2.0606,"Normal"
47.397,4.9624,13.764,10.624,0.78913,1.4006,8.1342,2.0137,"Normal"
48.896,3.7129,8.1256,7.0723,0.74854,1.2507,7.0278,1.5841,"Normal"
48.98,4.6633,9.6076,8.1439,1.0398,1.2997,5.3706,1.94,"Normal"
45.569,4.0799,8.7328,7.1132,0.7672,1.2941,6.1445,1.4637,"Normal"
50.057,4.2161,9.7761,5.5791,0.62957,1.0735,5.0425,1.6044,"Normal"
51.876,5.4068,14.028,8.2842,1.0685,1.1277,6.741,1.9695,"Normal"
48.847,4.671,12.059,9.4483,0.90222,1.324,7.4528,1.8158,"Normal"
52.066,4.6601,10.455,7.8093,0.97832,1.3803,5.3452,2.0758,"Normal"
50.629,5.511,12.674,9.7169,1.2356,1.7138,7.2001,2.1809,"Normal"
45.512,3.2697,7.0634,5.1051,0.787,0.88702,4.5626,1.3822,"Normal"
46.346,3.6144,7.5305,5.1399,0.8358,1.0325,3.5364,1.6994,"Normal"
46.917,5.2079,14.679,7.3326,0.87492,1.1672,8.0349,1.8778,"Normal"
47.149,3.0773,8.45,5.3456,0.64077,0.81949,3.9096,1.5866,"Normal"
49.377,4.9769,10.124,6.1652,0.70836,1.045,3.65,1.4205,"Normal"
44.779,3.655,7.9655,5.2673,0.63525,0.93675,5.3166,1.3684,"Normal"
47.272,4.2474,10.79,10.677,0.815,1.274,6.493,2.1955,"Normal"
50.817,5.0595,12.991,7.9218,0.87249,1.7861,8.4585,2.5535,"Normal"
48.469,2.9887,9.4541,6.2263,0.78579,0.92173,4.6308,1.2643,"Normal"
45.904,4.7484,8.3263,9.2627,0.83546,1.3024,3.7726,1.6283,"Normal"
50.572,5.0746,16.04,9.5806,0.95155,1.5249,7.1221,2.5851,"Normal"
46.116,4.2695,7.89,4.7517,0.68323,0.80635,3.3157,1.1545,"Normal"
49.873,5.0714,11.105,9.2899,0.91855,1.2461,6.456,2.5236,"Normal"
45.708,3.7693,10.106,4.9509,0.67737,1.0016,5.3561,1.8349,"Normal"
47.841,3.8828,7.395,5.3657,0.98571,0.93747,3.7866,1.4381,"Normal"
47.67,4.6839,10.209,9.2006,1.0345,1.2591,7.0314,2.1371,"Normal"
48.686,5.518,13.49,7.8773,1.0539,1.4396,6.0918,2.7579,"Normal"
48.462,3.8244,6.651,5.3073,0.77302,0.90044,4.0795,1.4188,"Normal"
51.689,4.3287,11.327,6.4935,0.87206,0.90378,4.2573,1.4395,"Normal"
52.435,5.1697,10.515,7.872,0.90647,1.6748,4.8218,1.7833,"Normal"
46.347,3.5569,7.9675,4.2833,0.85577,0.85424,4.3761,1.0633,"Normal"
49.589,4.358,6.2288,3.938,0.65976,0.87878,3.5622,1.5319,"Normal"
44.849,4.669,10.784,7.0366,0.8796,1.44,5.0575,1.9997,"Normal"
46.863,4.0943,6.5406,6.4662,0.99473,1.1969,4.3715,1.449,"Normal"
47.753,4.4352,15.678,8.1874,1.0796,1.4027,6.4289,2.4052,"Normal"
46.934,3.7379,9.0028,6.6478,1.5632,1.3966,7.4512,1.9823,"Normal"
48.572,3.5061,6.6327,6.4328,0.99334,1.3092,4.5325,2.0242,"Normal"
48.786,4.6845,9.619,11.007,1.044,1.5142,6.7321,1.8404,"Normal"
46.301,3.6991,7.2742,5.6131,1.09,0.89593,4.0942,1.144,"Normal"
51.061,3.9557,9.6098,6.7804,0.91422,1.2535,4.2579,1.67,"Normal"
46.935,4.6698,13.398,8.6828,1.0509,1.1299,6.7247,1.9859,"Normal"
49.887,4.2512,7.1594,6.9988,0.77207,1.0411,4.2744,1.6532,"Normal"
48.562,5.3536,10.479,10.521,0.97003,1.4565,6.1966,1.9245,"Normal"
48.604,3.7472,8.6145,6.8263,0.753,1.1354,4.4069,1.9646,"Normal"
46.942,5.6759,10.964,7.0053,0.87091,1.3991,7.194,1.8397,"Normal"
47.463,5.485,17.016,12.719,0.78905,1.3237,7.0063,1.5882,"Normal"
50.941,4.5892,11.5,10.64,0.95754,1.2134,7.2176,2.674,"Normal"
46.511,3.4093,8.11,4.9407,0.63892,0.78851,4.2581,1.2473,"Normal"
51.021,4.7636,7.9946,4.7844,0.56091,0.97869,4.4512,1.4732,"Normal"
49.773,4.6523,10.327,6.3442,0.71592,1.346,5.6384,2.0344,"Normal"
50.277,4.1144,7.7312,7.4331,0.90431,1.047,4.044,1.4862,"Normal"
50.239,5.2692,12.324,10.104,1.1096,1.5892,7.7939,2.0515,"Normal"
47.966,3.7993,10.998,7.3564,0.79797,1.451,5.9729,2.1957,"Normal"
46.558,3.8391,7.6488,6.5164,1.0701,1.2261,4.1575,1.5618,"Normal"
49.074,5.4236,11.043,10.959,1.2416,1.6289,8.1221,2.1654,"Normal"
45.054,3.2011,7.6652,4.8704,0.59139,1.1106,4.2136,1.3645,"Normal"
50.205,4.4934,8.8855,5.8458,1.053,1.211,4.1936,1.8657,"Normal"
46.272,5.44,13.305,10.645,1.0379,1.3119,6.5311,1.934,"Normal"
47.763,4.1789,6.4951,5.0255,0.83286,0.96358,4.0713,1.5145,"Normal"
47.414,5.7978,9.3869,7.4429,0.79541,1.2524,6.7949,2.4507,"Normal"
48.132,3.929,7.6124,5.0756,0.98991,1.0697,4.252,1.6553,"Normal"
47.57,4.3276,9.8999,6.7636,0.95149,1.1653,5.5,2.1532,"Normal"
50.465,6.1736,15.08,12.516,1.1336,1.647,8.3821,2.6823,"Normal"
49.166,4.9004,8.5026,5.6842,1.1232,1.2067,5.0074,1.7008,"Normal"
